Depth,Map,Width,Height,PointA,PointB,Time1,Time2,Time3,Time4,Time5,Time6,Time7,Time8,Time9,Time10,AvgTime,Distance,NodesVisited
4,B,1000,1000,(66 66),(933 66),0,0,0,0,0,0,0,0,0,0,0,0,-1
4,B,1000,1000,(66 933),(933 66),0,0,0,0,0,0,0,0,0,0,0,0,-1
4,B,1000,1000,(66 933),(933 933),0.000998,0,0,0,0,0,0,0,0,0,9.98e-005,0,-1
4,B,1000,1000,(66 66),(933 933),0,0,0,0,0.001,0,0,0,0,0,0.0001,0,-1
4,B,1500,1500,(100 100),(1400 100),0.000997,0,0,0,0,0,0,0,0,0,9.97e-005,0,-1
4,B,1500,1500,(100 1400),(1400 100),0,0,0,0,0,0,0,0,0,0,0,0,-1
4,B,1500,1500,(100 1400),(1400 1400),0,0,0,0,0,0,0,0,0,0,0,0,-1
4,B,1500,1500,(100 100),(1400 1400),0,0,0,0,0,0,0,0,0,0,0,0,-1
4,B,3000,3000,(200 200),(2800 200),0.00101,0,0,0,0,0,0,0,0,0,0.000101,0,-1
4,B,3000,3000,(200 2800),(2800 200),0,0,0,0,0,0,0,0,0,0,0,0,-1
4,B,3000,3000,(200 2800),(2800 2800),0,0,0,0,0,0,0,0,0,0,0,0,-1
4,B,3000,3000,(200 200),(2800 2800),0,0,0,0,0,0,0,0,0,0,0,0,-1
5,A,100,100,(6 6),(93 6),0.001996,0.000996,0.000997,0.000998,0.001994,0.001001,0.000994,0.000997,0.000998,0.000998,0.0011969,150.883,224
5,A,100,100,(6 93),(93 6),0.001988,0.000996,0.001995,0.001995,0.001995,0.001996,0.001992,0.002022,0.001972,0.001991,0.0018942,170.25,254
5,A,100,100,(6 93),(93 93),0.000997,0.001995,0.000997,0.000998,0.001995,0.001993,0.001995,0.000998,0.000997,0.000998,0.0013963,158.005,225
5,A,100,100,(6 6),(93 93),0.001993,0.000997,0.001995,0.000997,0.000997,0.001395,0.000976,0.000998,0.001996,0.001,0.0013344,138.638,275
